"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	19	32025	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"< 1 year"	"0"	"White"	"2106-3"	"2017"	"2017"	12	31956	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2006"	"2006"	10	8810	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	31	55766	55.6
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	29	55846	51.9
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	23	57568	40.0
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	19	55308	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	17	56420	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	20	56482	35.4
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	34	54372	62.5
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	26	55020	47.3
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	21	55762	37.7
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	30	54569	55.0
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	30	54940	54.6
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	22	55535	39.6
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	21	56834	36.9
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	16	55936	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	10	56581	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"1999"	"1999"	21	10631	197.5
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2000"	"2000"	19	10886	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2002"	"2002"	24	11585	207.2
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2003"	"2003"	11	11723	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2004"	"2004"	14	12097	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2005"	"2005"	11	12206	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2006"	"2006"	12	12640	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	36	60499	59.5
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	46	60424	76.1
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	37	61466	60.2
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	47	61076	77.0
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	38	61168	62.1
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	33	62234	53.0
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	41	62054	66.1
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	41	63172	64.9
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	25	64431	38.8
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	32	63929	50.1
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	34	62193	54.7
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	30	61401	48.9
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	18	59839	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	14	59150	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	16	59651	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	15	59352	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	17	59873	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	14	59361	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"< 1 year"	"0"	"White"	"2106-3"	"2017"	"2017"	15	58862	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	20	20916	95.6
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	18	21061	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	18	21650	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	14	21836	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	18	22445	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	14	22685	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	22	22096	99.6
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	14	21977	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	14	22223	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	18	22596	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	12	22646	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	11	22547	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	18	22822	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	11	22412	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	16	22554	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	13	22848	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	17	23114	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"< 1 year"	"0"	"White"	"2106-3"	"2017"	"2017"	14	22859	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	14	8313	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2009"	"2009"	10	3397	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	11	7485	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"1999"	"1999"	40	41971	95.3
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2000"	"2000"	27	42052	64.2
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2001"	"2001"	43	48590	88.5
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2002"	"2002"	36	47524	75.8
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2003"	"2003"	32	47284	67.7
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2004"	"2004"	30	49918	60.1
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2005"	"2005"	26	56496	46.0
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2006"	"2006"	29	57099	50.8
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2007"	"2007"	38	57111	66.5
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2008"	"2008"	34	58218	58.4
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2009"	"2009"	27	54301	49.7
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2010"	"2010"	28	51391	54.5
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2011"	"2011"	24	49724	48.3
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2012"	"2012"	32	50173	63.8
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2013"	"2013"	24	50357	47.7
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2014"	"2014"	25	50252	49.7
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2015"	"2015"	26	51977	50.0
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2016"	"2016"	33	51795	63.7
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2017"	"2017"	33	52128	63.3
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	64	141015	45.4
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	67	139947	47.9
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	57	149531	38.1
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	55	149805	36.7
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	60	150879	39.8
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	48	152788	31.4
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	62	151693	40.9
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	67	156343	42.9
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	42	159548	26.3
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	43	155567	27.6
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	43	149034	28.9
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	38	149266	25.5
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	30	154883	19.4
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	27	153234	17.6
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	25	156214	16.0
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	32	155597	20.6
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	35	160099	21.9
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	32	163512	19.6
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"< 1 year"	"0"	"White"	"2106-3"	"2017"	"2017"	31	164272	18.9
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"1999"	"1999"	62	40237	154.1
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2000"	"2000"	71	41025	173.1
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2001"	"2001"	53	43292	122.4
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2002"	"2002"	59	41886	140.9
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2003"	"2003"	57	41238	138.2
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2004"	"2004"	60	41988	142.9
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2005"	"2005"	57	42422	134.4
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2006"	"2006"	78	45405	171.8
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2007"	"2007"	84	47785	175.8
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2008"	"2008"	55	48547	113.3
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2009"	"2009"	52	48267	107.7
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2010"	"2010"	67	47871	140.0
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2011"	"2011"	71	49024	144.8
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2012"	"2012"	45	49085	91.7
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2013"	"2013"	44	49733	88.5
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2014"	"2014"	56	49252	113.7
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2015"	"2015"	66	49984	132.0
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2016"	"2016"	60	50222	119.5
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2017"	"2017"	65	49911	130.2
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	54	76698	70.4
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	45	76574	58.8
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	61	85817	71.1
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	79	84371	93.6
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	52	84874	61.3
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	67	86946	77.1
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	74	87640	84.4
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	77	88169	87.3
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	64	90816	70.5
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	66	87114	75.8
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	49	79511	61.6
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	55	79149	69.5
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	59	78371	75.3
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	51	77344	65.9
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	45	75515	59.6
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	44	73406	59.9
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	43	73853	58.2
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	39	73870	52.8
	"Census Region 3: South"	"CENS-R3"	"Georgia"	"13"	"< 1 year"	"0"	"White"	"2106-3"	"2017"	"2017"	45	73806	61.0
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"1999"	"1999"	32	23774	134.6
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2000"	"2000"	25	23817	105.0
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2001"	"2001"	32	24457	130.8
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2002"	"2002"	36	24349	147.9
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2003"	"2003"	34	24794	137.1
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2004"	"2004"	42	25695	163.5
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2005"	"2005"	34	26238	129.6
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2006"	"2006"	37	27094	136.6
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2007"	"2007"	39	28183	138.4
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2008"	"2008"	47	27086	173.5
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2009"	"2009"	41	26138	156.9
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2010"	"2010"	33	25681	128.5
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2011"	"2011"	32	25695	124.5
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2012"	"2012"	27	25324	106.6
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2013"	"2013"	31	25599	121.1
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2014"	"2014"	25	25694	97.3
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2015"	"2015"	39	25649	152.1
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2016"	"2016"	29	25412	114.1
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"2017"	"2017"	33	25256	130.7
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"White"	"2106-3"	"1999"	"1999"	26	42658	60.9
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"White"	"2106-3"	"2000"	"2000"	24	42418	56.6
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"White"	"2106-3"	"2001"	"2001"	21	44698	47.0
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"White"	"2106-3"	"2002"	"2002"	20	44498	44.9
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"White"	"2106-3"	"2003"	"2003"	22	43926	50.1
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"White"	"2106-3"	"2004"	"2004"	23	43432	53.0
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"White"	"2106-3"	"2005"	"2005"	25	42365	59.0
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"White"	"2106-3"	"2006"	"2006"	28	41532	67.4
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"White"	"2106-3"	"2007"	"2007"	20	42370	47.2
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"White"	"2106-3"	"2008"	"2008"	26	42515	61.2
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"White"	"2106-3"	"2009"	"2009"	21	41756	50.3
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"White"	"2106-3"	"2010"	"2010"	12	40447	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"White"	"2106-3"	"2011"	"2011"	23	41783	55.0
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"White"	"2106-3"	"2012"	"2012"	21	41122	51.1
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"White"	"2106-3"	"2013"	"2013"	15	41877	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"White"	"2106-3"	"2014"	"2014"	24	41631	57.6
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"White"	"2106-3"	"2015"	"2015"	23	41504	55.4
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"White"	"2106-3"	"2016"	"2016"	17	41407	Unreliable
	"Census Region 3: South"	"CENS-R3"	"Maryland"	"24"	"< 1 year"	"0"	"White"	"2106-3"	"2017"	"2017"	20	41348	48.4
	"Census Region 3: South"	"CENS-R3"	"North Carolina"	"37"	"< 1 year"	"0"	"Black or African American"	"2054-5"	"1999"	"1999"	40	28061	142.5
